date,day,month,is_weekend,is_holiday,tourist_spot,altitude_m,max_temp_c,min_temp_c,humidity_percent,wind_speed_kmh,weather_condition,crowd_level
2022-01-01,Saturday,1,True,True,Gangtok,1650,13.1,10.6,60.2,4.4,cloudy,High
2022-01-01,Saturday,1,True,True,Tsomgo Lake,3753,13.4,10.2,62.1,4.4,cloudy,Medium
2022-01-01,Saturday,1,True,True,Nathula Pass,4310,13.1,10.8,60.4,3.4,cloudy,High
2022-01-01,Saturday,1,True,True,Pelling,2150,15.8,10.6,67.2,3.7,cloudy,Medium
2022-01-01,Saturday,1,True,True,Yuksom,1780,15.4,11.9,60.9,4.0,cloudy,High
2022-01-01,Saturday,1,True,True,Ravangla,2100,13.0,11.5,62.7,3.2,cloudy,High
2022-01-01,Saturday,1,True,True,Namchi,1675,13.5,12.0,66.5,3.3,cloudy,Medium
2022-01-01,Saturday,1,True,True,Lachung,2600,14.5,11.5,67.2,3.9,cloudy,Medium
2022-01-01,Saturday,1,True,True,Lachen,2750,15.1,10.9,66.6,3.4,cloudy,High
2022-01-01,Saturday,1,True,True,Rumtek Monastery,1500,13.6,11.2,63.8,3.8,cloudy,Medium
2022-01-01,Saturday,1,True,True,Zuluk,2865,13.1,11.7,65.1,4.9,cloudy,High
2022-01-02,Sunday,1,True,False,Gangtok,1650,14.8,11.3,69.4,4.9,cloudy,Medium
2022-01-02,Sunday,1,True,False,Tsomgo Lake,3753,15.0,11.8,61.5,4.3,cloudy,Medium
2022-01-02,Sunday,1,True,False,Nathula Pass,4310,15.6,10.9,61.9,3.5,cloudy,Medium
2022-01-02,Sunday,1,True,False,Pelling,2150,13.4,10.6,65.4,4.2,cloudy,Medium
2022-01-02,Sunday,1,True,False,Yuksom,1780,15.2,11.4,69.4,3.9,cloudy,High
2022-01-02,Sunday,1,True,False,Ravangla,2100,13.6,11.1,67.7,3.6,cloudy,High
2022-01-02,Sunday,1,True,False,Namchi,1675,14.8,10.3,61.4,3.6,cloudy,Medium
2022-01-02,Sunday,1,True,False,Lachung,2600,13.5,11.9,63.3,4.0,cloudy,Medium
2022-01-02,Sunday,1,True,False,Lachen,2750,14.6,10.8,64.9,4.8,cloudy,Medium
2022-01-02,Sunday,1,True,False,Rumtek Monastery,1500,13.9,11.8,66.8,3.3,cloudy,High
2022-01-02,Sunday,1,True,False,Zuluk,2865,14.0,11.7,60.4,3.8,cloudy,Medium
2022-01-03,Monday,1,False,False,Gangtok,1650,14.4,10.6,67.5,3.2,cloudy,Medium
2022-01-03,Monday,1,False,False,Tsomgo Lake,3753,13.0,10.7,69.2,3.5,cloudy,Medium
2022-01-03,Monday,1,False,False,Nathula Pass,4310,14.2,10.6,65.2,3.7,cloudy,Low
2022-01-03,Monday,1,False,False,Pelling,2150,14.3,11.3,66.0,3.6,cloudy,Low
2022-01-03,Monday,1,False,False,Yuksom,1780,15.9,10.8,61.5,4.9,cloudy,Medium
2022-01-03,Monday,1,False,False,Ravangla,2100,14.2,10.8,65.3,3.4,cloudy,Medium
2022-01-03,Monday,1,False,False,Namchi,1675,14.3,11.4,67.0,3.5,cloudy,Medium
2022-01-03,Monday,1,False,False,Lachung,2600,16.0,11.0,67.8,4.2,cloudy,Medium
2022-01-03,Monday,1,False,False,Lachen,2750,13.8,10.4,67.4,3.5,cloudy,Low
2022-01-03,Monday,1,False,False,Rumtek Monastery,1500,13.5,11.8,65.1,3.9,cloudy,Medium
2022-01-03,Monday,1,False,False,Zuluk,2865,13.4,10.2,68.5,3.9,cloudy,Low
2022-01-04,Tuesday,1,False,False,Gangtok,1650,14.3,11.8,62.3,4.2,cloudy,Low
2022-01-04,Tuesday,1,False,False,Tsomgo Lake,3753,16.0,11.1,69.6,3.3,cloudy,Low
2022-01-04,Tuesday,1,False,False,Nathula Pass,4310,14.8,11.3,64.4,4.1,cloudy,Medium
2022-01-04,Tuesday,1,False,False,Pelling,2150,14.2,11.3,68.1,4.8,cloudy,Medium
2022-01-04,Tuesday,1,False,False,Yuksom,1780,14.7,10.5,64.6,3.4,cloudy,Low
2022-01-04,Tuesday,1,False,False,Ravangla,2100,14.1,10.9,68.1,3.1,cloudy,Low
2022-01-04,Tuesday,1,False,False,Namchi,1675,16.0,10.4,69.2,4.8,cloudy,Low
2022-01-04,Tuesday,1,False,False,Lachung,2600,15.2,10.1,60.9,4.9,cloudy,Low
2022-01-04,Tuesday,1,False,False,Lachen,2750,13.8,10.4,63.0,4.9,cloudy,Low
2022-01-04,Tuesday,1,False,False,Rumtek Monastery,1500,14.9,11.2,61.1,4.1,cloudy,Medium
2022-01-04,Tuesday,1,False,False,Zuluk,2865,13.5,10.3,66.4,4.8,cloudy,Low
2022-01-05,Wednesday,1,False,False,Gangtok,1650,14.4,11.0,67.7,4.4,cloudy,Low
2022-01-05,Wednesday,1,False,False,Tsomgo Lake,3753,14.6,10.8,61.8,4.2,cloudy,Low
2022-01-05,Wednesday,1,False,False,Nathula Pass,4310,13.9,10.9,69.4,3.0,cloudy,Low
2022-01-05,Wednesday,1,False,False,Pelling,2150,13.7,11.9,64.6,4.8,cloudy,Low
2022-01-05,Wednesday,1,False,False,Yuksom,1780,15.5,10.4,62.8,3.0,cloudy,Medium
2022-01-05,Wednesday,1,False,False,Ravangla,2100,13.2,11.2,63.0,3.9,cloudy,Medium
2022-01-05,Wednesday,1,False,False,Namchi,1675,13.7,11.4,67.1,3.7,cloudy,Low
2022-01-05,Wednesday,1,False,False,Lachung,2600,15.3,11.4,61.9,3.3,cloudy,Low
2022-01-05,Wednesday,1,False,False,Lachen,2750,13.3,10.5,63.1,4.0,cloudy,Low
2022-01-05,Wednesday,1,False,False,Rumtek Monastery,1500,14.0,10.3,64.7,3.6,cloudy,Low
