date,day,month,is_weekend,is_holiday,tourist_spot,altitude_m,max_temp_c,min_temp_c,humidity_percent,wind_speed_kmh,weather_condition,crowd_level
2025-01-01,Wednesday,1,False,True,Gangtok,1650,12.6,11.4,67.9,4.9,cloudy,High
2025-01-01,Wednesday,1,False,True,Tsomgo Lake,3753,12.2,11.8,64.8,3.7,cloudy,Medium
2025-01-01,Wednesday,1,False,True,Nathula Pass,4310,13.4,10.6,71.0,3.6,cloudy,High
2025-01-01,Wednesday,1,False,True,Pelling,2150,13.9,11.1,66.1,4.3,cloudy,Medium
2025-01-01,Wednesday,1,False,True,Yuksom,1780,12.0,10.9,71.4,3.2,cloudy,Medium
2025-01-01,Wednesday,1,False,True,Ravangla,2100,11.5,11.2,68.1,4.9,cloudy,High
2025-01-01,Wednesday,1,False,True,Namchi,1675,13.7,11.7,69.5,3.0,cloudy,High
2025-01-01,Wednesday,1,False,True,Lachung,2600,12.4,10.5,67.2,3.7,cloudy,High
2025-01-01,Wednesday,1,False,True,Lachen,2750,12.5,10.6,67.1,3.3,cloudy,Medium
2025-01-01,Wednesday,1,False,True,Rumtek Monastery,1500,13.1,11.8,67.0,3.1,cloudy,Medium
2025-01-01,Wednesday,1,False,True,Zuluk,2865,13.7,10.1,67.4,4.6,cloudy,High
2025-01-02,Thursday,1,False,False,Gangtok,1650,11.6,11.7,70.0,3.2,cloudy,Low
2025-01-02,Thursday,1,False,False,Tsomgo Lake,3753,11.8,11.3,68.6,4.5,cloudy,Low
2025-01-02,Thursday,1,False,False,Nathula Pass,4310,13.9,11.4,66.3,4.6,cloudy,Medium
2025-01-02,Thursday,1,False,False,Pelling,2150,12.5,11.5,69.2,4.4,cloudy,Medium
2025-01-02,Thursday,1,False,False,Yuksom,1780,12.6,11.9,64.2,3.3,cloudy,Medium
2025-01-02,Thursday,1,False,False,Ravangla,2100,13.9,10.3,69.0,4.1,cloudy,Low
2025-01-02,Thursday,1,False,False,Namchi,1675,13.7,11.1,70.5,3.4,cloudy,Medium
2025-01-02,Thursday,1,False,False,Lachung,2600,13.4,10.7,64.5,3.2,cloudy,Medium
2025-01-02,Thursday,1,False,False,Lachen,2750,14.0,10.4,65.0,3.3,cloudy,Low
2025-01-02,Thursday,1,False,False,Rumtek Monastery,1500,12.7,10.9,69.6,3.4,cloudy,Medium
2025-01-02,Thursday,1,False,False,Zuluk,2865,13.4,10.0,70.4,3.8,cloudy,Medium
2025-01-03,Friday,1,False,False,Gangtok,1650,13.3,10.1,69.8,3.4,cloudy,Medium
2025-01-03,Friday,1,False,False,Tsomgo Lake,3753,12.6,10.5,71.7,4.1,cloudy,Low
2025-01-03,Friday,1,False,False,Nathula Pass,4310,12.2,10.2,72.0,3.1,cloudy,Medium
2025-01-03,Friday,1,False,False,Pelling,2150,12.7,10.9,68.5,3.1,cloudy,Medium
2025-01-03,Friday,1,False,False,Yuksom,1780,11.7,11.0,70.7,4.9,cloudy,Medium
2025-01-03,Friday,1,False,False,Ravangla,2100,13.0,11.9,67.5,3.1,cloudy,Medium
2025-01-03,Friday,1,False,False,Namchi,1675,11.7,10.4,71.2,3.4,cloudy,Medium
2025-01-03,Friday,1,False,False,Lachung,2600,12.2,10.8,70.8,4.7,cloudy,Low
2025-01-03,Friday,1,False,False,Lachen,2750,13.0,10.2,64.4,3.7,cloudy,Medium
2025-01-03,Friday,1,False,False,Rumtek Monastery,1500,13.6,10.9,69.8,3.3,cloudy,Medium
2025-01-03,Friday,1,False,False,Zuluk,2865,13.1,11.3,70.1,4.7,cloudy,Medium
2025-01-04,Saturday,1,True,False,Gangtok,1650,13.5,11.8,65.8,4.5,cloudy,High
2025-01-04,Saturday,1,True,False,Tsomgo Lake,3753,14.1,10.2,71.0,3.6,cloudy,High
2025-01-04,Saturday,1,True,False,Nathula Pass,4310,13.3,10.7,68.5,4.2,cloudy,High
2025-01-04,Saturday,1,True,False,Pelling,2150,14.1,11.3,66.9,3.5,cloudy,High
2025-01-04,Saturday,1,True,False,Yuksom,1780,12.0,10.4,68.5,4.5,cloudy,High
2025-01-04,Saturday,1,True,False,Ravangla,2100,12.7,11.5,69.7,3.9,cloudy,High
2025-01-04,Saturday,1,True,False,Namchi,1675,12.7,11.5,65.7,3.0,cloudy,Medium
2025-01-04,Saturday,1,True,False,Lachung,2600,13.4,11.3,66.0,3.2,cloudy,Medium
2025-01-04,Saturday,1,True,False,Lachen,2750,12.0,10.1,64.3,3.5,cloudy,Medium
2025-01-04,Saturday,1,True,False,Rumtek Monastery,1500,12.6,11.5,65.3,4.8,cloudy,High
2025-01-04,Saturday,1,True,False,Zuluk,2865,13.5,11.4,67.6,3.4,cloudy,High
2025-01-05,Sunday,1,True,False,Gangtok,1650,12.5,11.8,67.4,4.9,cloudy,Medium
2025-01-05,Sunday,1,True,False,Tsomgo Lake,3753,12.4,11.2,65.7,4.0,cloudy,High
2025-01-05,Sunday,1,True,False,Nathula Pass,4310,11.9,11.5,65.8,4.4,cloudy,Medium
2025-01-05,Sunday,1,True,False,Pelling,2150,12.4,11.0,64.2,5.0,cloudy,High
2025-01-05,Sunday,1,True,False,Yuksom,1780,12.4,10.3,68.7,3.1,cloudy,Medium
2025-01-05,Sunday,1,True,False,Ravangla,2100,13.9,11.1,67.1,4.1,cloudy,High
2025-01-05,Sunday,1,True,False,Namchi,1675,13.8,11.9,69.0,4.4,cloudy,Medium
2025-01-05,Sunday,1,True,False,Lachung,2600,11.7,10.9,69.4,4.4,cloudy,High
2025-01-05,Sunday,1,True,False,Lachen,2750,13.4,11.7,66.3,3.1,cloudy,High
2025-01-05,Sunday,1,True,False,Rumtek Monastery,1500,11.9,10.0,66.3,4.8,cloudy,High
2025-01-05,Sunday,1,True,False,Zuluk,2865,13.1,11.3,70.1,4.1,cloudy,Medium
2025-01-06,Monday,1,False,False,Gangtok,1650,13.2,11.2,67.9,3.0,cloudy,Medium
2025-01-06,Monday,1,False,False,Tsomgo Lake,3753,12.1,11.3,65.4,3.0,cloudy,Low
2025-01-06,Monday,1,False,False,Nathula Pass,4310,11.9,10.6,69.7,4.7,cloudy,Low
2025-01-06,Monday,1,False,False,Pelling,2150,13.2,11.9,68.4,3.1,cloudy,Low
2025-01-06,Monday,1,False,False,Yuksom,1780,13.7,10.8,66.6,4.5,cloudy,Low
2025-01-06,Monday,1,False,False,Ravangla,2100,14.1,11.5,67.8,3.7,cloudy,Medium
2025-01-06,Monday,1,False,False,Namchi,1675,14.1,11.9,66.4,3.0,cloudy,Low
2025-01-06,Monday,1,False,False,Lachung,2600,13.3,11.2,66.4,4.3,cloudy,Medium
2025-01-06,Monday,1,False,False,Lachen,2750,11.8,11.1,67.2,4.4,cloudy,Low
